ProductActivity__createdAt,ProductActivity__shoeSize,ProductActivity__localAmount
08/11/2018,9.5,728
08/11/2018,9.5,721
29/10/2018,9.5,795
28/10/2018,9.5,750
25/10/2018,9.5,820
22/10/2018,9.5,816
18/10/2018,9.5,817
18/10/2018,9.5,860
16/10/2018,9.5,870
09/10/2018,9.5,771
09/10/2018,9.5,775
02/10/2018,9.5,840
01/10/2018,9.5,777
28/09/2018,9.5,795
25/09/2018,9.5,850
25/09/2018,9.5,830
24/09/2018,9.5,799
24/09/2018,9.5,773
19/09/2018,9.5,800
17/09/2018,9.5,770
17/09/2018,9.5,775
17/09/2018,9.5,776
09/09/2018,9.5,795
09/09/2018,9.5,777
08/09/2018,9.5,765
05/09/2018,9.5,739
03/09/2018,9.5,800
01/09/2018,9.5,795
01/09/2018,9.5,760
01/09/2018,9.5,740
26/08/2018,9.5,775
24/08/2018,9.5,775
20/08/2018,9.5,691
19/08/2018,9.5,799
18/08/2018,9.5,796
17/08/2018,9.5,675
10/08/2018,9.5,710
10/08/2018,9.5,710
08/08/2018,9.5,715
30/07/2018,9.5,720
27/07/2018,9.5,690
24/07/2018,9.5,785
19/07/2018,9.5,750
19/07/2018,9.5,740
07/07/2018,9.5,750
25/06/2018,9.5,780
24/06/2018,9.5,750
21/06/2018,9.5,715
21/06/2018,9.5,636
