ProductActivity__createdAt,ProductActivity__shoeSize,ProductActivity__localAmount
13/06/2019,9,997
11/06/2019,9,860
10/06/2019,9,870
03/06/2019,9,950
02/06/2019,9,840
30/05/2019,9,920
27/05/2019,9,875
20/05/2019,9,950
11/05/2019,9,950
03/05/2019,9,1001
02/05/2019,9,999
02/05/2019,9,975
01/05/2019,9,972
28/04/2019,9,959
26/04/2019,9,892
24/04/2019,9,860
23/04/2019,9,895
20/04/2019,9,870
14/04/2019,9,900
08/04/2019,9,941
01/04/2019,9,865
01/04/2019,9,925
29/03/2019,9,900
26/03/2019,9,915
24/03/2019,9,925
22/03/2019,9,936
17/03/2019,9,926
14/03/2019,9,915
12/03/2019,9,930
05/03/2019,9,881
26/02/2019,9,919
22/02/2019,9,865
15/02/2019,9,918
14/02/2019,9,900
12/02/2019,9,890
07/02/2019,9,802
07/02/2019,9,838
02/02/2019,9,890
23/01/2019,9,909
18/01/2019,9,910
13/01/2019,9,909
10/01/2019,9,900
10/01/2019,9,710
08/01/2019,9,918
04/01/2019,9,918
27/12/2018,9,900
11/12/2018,9,900
08/12/2018,9,935
08/12/2018,9,915
27/11/2018,9,750
25/11/2018,9,911
19/11/2018,9,716
14/11/2018,9,906
09/11/2018,9,910
06/11/2018,9,700
04/11/2018,9,901
04/11/2018,9,860
30/10/2018,9,780
26/10/2018,9,794
23/10/2018,9,859
18/10/2018,9,850
01/10/2018,9,925
30/09/2018,9,855
16/09/2018,9,801
15/09/2018,9,820
11/09/2018,9,820
10/09/2018,9,793
06/09/2018,9,795
02/09/2018,9,820
21/08/2018,9,845
08/08/2018,9,750
02/08/2018,9,690
01/08/2018,9,745
31/07/2018,9,746
31/07/2018,9,750
28/07/2018,9,750
27/07/2018,9,745
19/07/2018,9,750
10/07/2018,9,695
29/06/2018,9,800
26/06/2018,9,800
21/06/2018,9,738
19/06/2018,9,730
13/06/2018,9,700
04/06/2018,9,684
01/06/2018,9,789
25/05/2018,9,705
21/05/2018,9,745
11/05/2018,9,755
07/05/2018,9,775
07/05/2018,9,725
04/05/2018,9,792
02/05/2018,9,721
26/04/2018,9,775
24/04/2018,9,750
19/04/2018,9,700
17/04/2018,9,710
13/04/2018,9,745
11/04/2018,9,720
08/04/2018,9,705
04/04/2018,9,682
03/04/2018,9,745
02/04/2018,9,740
30/03/2018,9,675
28/03/2018,9,710
27/03/2018,9,730
24/03/2018,9,739
19/03/2018,9,721
18/03/2018,9,735
13/03/2018,9,717
10/03/2018,9,685
05/03/2018,9,660
27/02/2018,9,625
24/02/2018,9,580
19/02/2018,9,680
18/02/2018,9,620
18/02/2018,9,615
18/02/2018,9,612
10/02/2018,9,625
04/02/2018,9,612
29/01/2018,9,650
23/01/2018,9,610
22/01/2018,9,750
21/01/2018,9,575
18/01/2018,9,570
17/01/2018,9,600
14/01/2018,9,750
14/01/2018,9,750
08/01/2018,9,520
07/01/2018,9,750
