ProductActivity__createdAt,ProductActivity__shoeSize,ProductActivity__localAmount
21/10/2019,11,690
18/10/2019,11,651
11/10/2019,11,727
08/10/2019,11,759
06/10/2019,11,750
06/10/2019,11,725
04/10/2019,11,745
02/10/2019,11,718
27/09/2019,11,678
20/09/2019,11,787
19/09/2019,11,785
18/09/2019,11,782
16/09/2019,11,740
14/09/2019,11,750
14/09/2019,11,675
14/09/2019,11,720
07/09/2019,11,789
07/09/2019,11,785
01/09/2019,11,789
31/08/2019,11,750
31/08/2019,11,750
29/08/2019,11,700
28/08/2019,11,735
27/08/2019,11,734
23/08/2019,11,701
21/08/2019,11,680
13/08/2019,11,730
08/08/2019,11,759
04/08/2019,11,720
17/07/2019,11,849
16/07/2019,11,760
10/07/2019,11,730
02/07/2019,11,605
02/07/2019,11,750
26/06/2019,11,746
23/06/2019,11,712
19/06/2019,11,698
13/06/2019,11,731
12/06/2019,11,700
08/06/2019,11,700
04/06/2019,11,666
31/05/2019,11,746
24/05/2019,11,710
23/05/2019,11,705
20/05/2019,11,730
17/05/2019,11,735
15/05/2019,11,732
14/05/2019,11,681
13/05/2019,11,719
10/05/2019,11,734
05/05/2019,11,740
26/04/2019,11,680
18/04/2019,11,759
18/04/2019,11,675
17/04/2019,11,700
15/04/2019,11,690
14/04/2019,11,690
11/04/2019,11,760
10/04/2019,11,765
03/04/2019,11,777
01/04/2019,11,770
01/04/2019,11,760
27/03/2019,11,690
25/03/2019,11,676
25/03/2019,11,677
11/03/2019,11,760
08/03/2019,11,784
06/03/2019,11,675
01/03/2019,11,726
15/02/2019,11,795
15/02/2019,11,790
11/02/2019,11,793
09/02/2019,11,780
08/02/2019,11,650
06/02/2019,11,700
02/02/2019,11,779
01/02/2019,11,700
29/01/2019,11,687
26/01/2019,11,690
23/01/2019,11,625
14/01/2019,11,590
04/01/2019,11,570
04/01/2019,11,685
03/01/2019,11,681
03/01/2019,11,665
03/01/2019,11,664
29/12/2018,11,585
25/12/2018,11,679
22/12/2018,11,680
13/12/2018,11,682
11/12/2018,11,580
08/12/2018,11,600
03/12/2018,11,721
30/11/2018,11,697
24/11/2018,11,675
23/11/2018,11,660
15/11/2018,11,649
