ProductActivity__createdAt,ProductActivity__shoeSize,ProductActivity__localAmount
18/04/2019,11.5,700
15/04/2019,11.5,685
14/04/2019,11.5,682
11/04/2019,11.5,675
02/04/2019,11.5,650
27/03/2019,11.5,655
27/03/2019,11.5,648
25/03/2019,11.5,665
25/03/2019,11.5,660
18/03/2019,11.5,684
15/03/2019,11.5,620
14/03/2019,11.5,600
28/02/2019,11.5,675
20/02/2019,11.5,582
19/02/2019,11.5,630
18/02/2019,11.5,675
11/02/2019,11.5,723
31/01/2019,11.5,615
25/01/2019,11.5,625
16/01/2019,11.5,600
15/01/2019,11.5,599
13/01/2019,11.5,682
09/01/2019,11.5,679
06/01/2019,11.5,649
02/01/2019,11.5,630
26/12/2018,11.5,669
05/12/2018,11.5,609
03/12/2018,11.5,517
02/12/2018,11.5,609
29/11/2018,11.5,502
29/11/2018,11.5,511
27/11/2018,11.5,500
20/11/2018,11.5,563
19/11/2018,11.5,557
14/11/2018,11.5,500
12/11/2018,11.5,562
03/11/2018,11.5,565
01/11/2018,11.5,485
01/11/2018,11.5,480
28/10/2018,11.5,525
22/10/2018,11.5,520
11/10/2018,11.5,570
02/10/2018,11.5,590
15/09/2018,11.5,570
06/09/2018,11.5,575
31/08/2018,11.5,566
15/08/2018,11.5,550
09/08/2018,11.5,556
28/07/2018,11.5,569
19/07/2018,11.5,550
17/07/2018,11.5,530
07/07/2018,11.5,542
25/06/2018,11.5,501
24/06/2018,11.5,520
22/06/2018,11.5,560
18/06/2018,11.5,550
08/06/2018,11.5,572
31/05/2018,11.5,525
21/05/2018,11.5,550
20/05/2018,11.5,520
08/05/2018,11.5,560
20/04/2018,11.5,560
18/04/2018,11.5,560
09/04/2018,11.5,505
04/04/2018,11.5,485
29/03/2018,11.5,472
13/03/2018,11.5,550
12/03/2018,11.5,550
07/03/2018,11.5,550
03/03/2018,11.5,530
28/02/2018,11.5,510
25/02/2018,11.5,500
22/02/2018,11.5,495
14/02/2018,11.5,515
13/02/2018,11.5,455
23/01/2018,11.5,452
15/01/2018,11.5,460
02/01/2018,11.5,400
31/12/2017,11.5,650
27/12/2017,11.5,614
23/12/2017,11.5,605
21/12/2017,11.5,605
19/12/2017,11.5,398
19/12/2017,11.5,450
12/12/2017,11.5,396
11/12/2017,11.5,430
10/12/2017,11.5,425
30/11/2017,11.5,420
28/11/2017,11.5,429
27/11/2017,11.5,420
26/11/2017,11.5,605
26/11/2017,11.5,605
24/11/2017,11.5,400
18/11/2017,11.5,605
14/11/2017,11.5,475
11/11/2017,11.5,460
01/11/2017,11.5,401
26/10/2017,11.5,475
23/10/2017,11.5,458
22/10/2017,11.5,425
17/10/2017,11.5,400
11/10/2017,11.5,400
09/10/2017,11.5,405
29/09/2017,11.5,420
19/09/2017,11.5,600
11/09/2017,11.5,455
09/09/2017,11.5,410
06/09/2017,11.5,400
04/09/2017,11.5,425
01/09/2017,11.5,400
28/08/2017,11.5,370
24/08/2017,11.5,335
24/08/2017,11.5,360
21/08/2017,11.5,380
16/08/2017,11.5,387
14/08/2017,11.5,400
05/08/2017,11.5,522
05/08/2017,11.5,360
04/08/2017,11.5,380
26/07/2017,11.5,450
24/07/2017,11.5,385
20/07/2017,11.5,400
16/07/2017,11.5,405
11/07/2017,11.5,450
11/07/2017,11.5,405
30/06/2017,11.5,450
30/06/2017,11.5,336
25/06/2017,11.5,345
22/06/2017,11.5,450
16/06/2017,11.5,450
11/06/2017,11.5,408
11/06/2017,11.5,450
07/06/2017,11.5,450
24/05/2017,11.5,522
23/05/2017,11.5,350
12/05/2017,11.5,370
03/05/2017,11.5,450
03/05/2017,11.5,461
30/04/2017,11.5,400
28/04/2017,11.5,326
27/04/2017,11.5,360
26/04/2017,11.5,375
17/04/2017,11.5,517
16/04/2017,11.5,325
14/04/2017,11.5,387
05/04/2017,11.5,450
29/03/2017,11.5,450
